,_id,cnpj basico,cnpj ordem,cnpj dv,identificador matriz/filial,nome fantasia,situacao cadastral,data situacao cadastral,motivo situacao cadastral,data de inicio atividade,cnae fiscal principal,tipo de logradouro,logradouro,numero,complemento,bairro,cep,uf,municipio,ddd 1,telefone 1,ddd do fax,fax,correio eletronico,cnae fiscal secundária,pais,ddd 2,telefone 2,nome da cidade no exterior
26,61cafd2bf2fe865679ea2b32,1678726,1,40,1,MG MADEIRA MOVEIS E GESSO,1,1997-02-18,11,1997-02-18,1622601,AVENIDA,EDUARDO FROES DA MOTA,290,TERREO,SANTA MONICA,44078015,BA,3515,,,,,,,,,,
27,61cafd2bf2fe865679ea2e95,1680905,1,12,1,RECANTO DO CRIADOR,1,1997-02-06,11,1997-02-06,4774100,RUA,ARARUNA,585,,CENTRO,87302210,PR,7483,,,,,,,,,,
28,61cafd2bf2fe865679ea2fcd,1681707,1,73,1,,1,1997-01-13,11,1997-01-13,8593700,AVENIDA,FRANCISCO GLICERIO,668,,CENTRO,13012000,SP,6291,19.0,2318668.0,,,,,,,,
29,61cafd2bf2fe865679ea332a,3334546,1,77,1,,1,1999-08-06,11,1999-08-06,1422300,RUA,DIOGO DE OLIVEIRA,436,TERREO,BOQUEIRAO,99025130,RS,8785,,,,,,,,,,
30,61cafd2bf2fe865679ea33e8,3335082,1,13,1,,1,1999-08-12,11,1999-08-12,9430800,,POVOADO TRES CORACOES,S/N,,ZONA RURAL,65634065,MA,937,,,,,,"9493600,9499500",,,,
31,61cafd2bf2fe865679ea382f,58435,1,97,1,,1,1994-05-04,34,1994-05-04,4921302,RUA,ALAN KARDEC,20,,CENTRO,75460000,GO,9487,,,,,,,,,,
32,61cafd2bf2fe865679ea39cb,92910249,1,52,1,MIRALE TURISMO,1,1991-05-16,34,1991-05-16,7911200,RUA,BARAO DO AMAZONAS,774,,CENTRO,96400220,RS,8531,,,,,,"7912100,7990200",,,,
33,61cafd2bf2fe865679ea3a53,3339668,1,56,1,ROM INDUSTRIA E COMERCIO DE MOLDURAS,1,1999-08-12,11,1999-08-12,1629301,ESTRADA,GERAL,SN,,ALTO TRAVESSAO,88750000,SC,8053,48.0,6261343.0,,,,,,,,
34,61cafd2bf2fe865679ea3ab4,60146,1,22,1,EURIPEDES REPRESENTACOES,1,1994-05-05,34,1994-05-05,8130300,AVENIDA,SENADOR CANEDO,S/N,QD 7 LT 14,VL SAO SEBASTIAO,75250005,GO,9753,,,,,,,,,,
35,61cafd2bf2fe865679ea3d24,3341670,1,60,1,,1,1999-08-11,16,1999-08-11,1061901,AVENIDA,ESPANHA,855,,TIBERY,38405048,MG,5403,,,,,,,,,,
36,61cafd2bf2fe865679ea3e01,62306,1,72,1,,1,1994-05-04,16,1994-05-04,8112500,RUA,DOM PEDRO II,229,LOTE 7-A QUADRA 26,CENTRO,85851290,PR,7563,,,,,,,,,,
37,61cafd2bf2fe865679ea3ec9,3342852,1,55,1,BAZAR ARCO IRIS,1,1999-08-12,11,1999-08-12,4772500,RUA,JOAO PESSOA,S/N,LT.09QD.15-Z@-2QD.331,SARACURUNA,25080620,RJ,5833,21.0,6787282.0,,,,,,,,
38,61cafd2bf2fe865679ea3fb3,4987700,1,72,1,BRISTOL CENTRO CIVICO,1,2001-12-18,11,2001-12-18,8112500,RUA,DEPUTADO MARIO DE BARROS,1158,,CENTRO CIVICO,80530280,PR,7535,41.0,3426723.0,41.0,2441478.0,,,,,,
39,61cafd2bf2fe865679ea4133,1693024,1,36,1,CIA DA FESTA,1,1997-01-30,11,1997-01-30,4774100,AVENIDA,PEDRO ADAMS FILHO,5509,SALA 01,CENTRO,93310002,RS,8771,,,,,,,,,,
40,61cafd2bf2fe865679ea421e,3345205,1,5,1,CARAJAS SUL SUPERMERCADOS,1,1999-08-06,11,1999-08-06,4711302,RUA,GUAMA,S/N,BLOCO 01,SERRA DOS CARAJAS,68516000,PA,595,91.0,3281120.0,91.0,3281120.0,,,,,,
41,61cafd2bf2fe865679ea45b4,3347704,1,23,1,,1,1999-08-18,11,1999-08-18,7112000,RUA,LIBERO BADARO,377,CJTO 608/ 6 ANDAR,CENTRO,01009000,SP,7107,,,,,,,,,,
42,61cafd2bf2fe865679ea482a,3349497,1,46,1,DISTRIBUIDORA CHIPS,1,1999-08-19,11,1999-08-19,4729699,RUA,ROGERIO NUNES DOURADO,46,,CENTRO,44900000,BA,3593,,,,,,,,,,
43,61cafd2bf2fe865679ea48d7,3349997,1,88,1,ICOMAD,1,1999-05-01,34,1999-05-01,1622602,RUA,DR. ELOY REIS,85,A,MATOSINHOS,36300195,MG,5249,32.0,3716023.0,32.0,3716023.0,,,,,,
44,61cafd2bf2fe865679ea4971,1698445,1,50,1,CASA DA CONSTRUCAO,1,1997-03-12,11,1997-03-12,4744001,RUA,ANANIS DE CARVALHO,738,,CENTRO,49820000,SE,3123,,,,,,,,,,
45,61cafd2bf2fe865679ea4a17,1698891,1,64,1,D S INDUSTRIALIZADORA,1,1997-02-01,11,1997-02-01,2061400,RUA,VENANCIO AIRES,431,SALA B,CENTRO,95880000,RS,8653,,,,,,2063100,,,,
46,61cafd2bf2fe865679ea4a4a,3351026,1,72,1,,1,1999-08-03,11,1999-08-03,8650003,RUA,GAL VENANCIO FLORES,305,SL 512-PARTE,LEBLON,22441090,RJ,6001,,,,,,,,,,
47,61cafd2bf2fe865679ea4a7b,1699170,1,79,1,,1,1997-03-10,11,1997-03-10,6110801,AVENIDA,PAULISTA,949,8 ANDAR SALA 07,CERQUEIRA CESAR,01311917,SP,7107,,,,,,,,,,
48,61cafd2bf2fe865679ea4dd7,1701337,1,99,1,,1,1997-02-27,11,1997-02-27,4520001,RUA,ANTONIO ZENDRON,1476,,VAPARAISO,89023200,SC,8047,,,,,,"4520002,4520003,4520004",,,,
49,61cafd2bf2fe865679ea507c,1703061,1,88,1,BAHIA ARTE,1,1997-03-10,11,1997-03-10,7311400,PRACA,ANCHIETA,05,TER DO S FRANCISCO,PELOURINHO,40730120,BA,3849,,,,,,,,,,
50,61cafd2bf2fe865679ea5136,3356041,1,3,1,SPRADA COM. DE MATERIAIS DE CONSTRUCAO,1,1999-08-19,11,1999-08-19,4744005,AVENIDA,BEIRA MAR,S/N,CENTRO COM. GALHETA,BAL. PONTAL DO SUL,83255000,PR,870,,,,,,,,,,
51,61cafd2bf2fe865679ea540c,5002954,1,57,1,,1,2002-02-04,11,2002-02-04,4763601,,06501ORONEL RAIMUNDO,102,,CENTRO,06501010,SP,7047,,,,,,,,,,
52,61cafd2bf2fe865679ea556f,1706240,1,79,1,,1,1997-03-13,11,1997-03-13,8690901,AVENIDA,SETE DE SETEMBRO,57/59,ED FERNANDEZ SL 511,CENTRO,40060000,BA,3849,71.0,3220362.0,,,,,,,,
53,61cafd2bf2fe865679ea581f,1708001,1,58,1,MARCOS REPRESENTACOES,1,1997-03-13,34,1997-03-13,4619200,RUA,24 DE JANEIRO,561,SUL,CENTRO,64076410,PI,1219,86.0,2235867.0,,,,,,,,
54,61cafd2bf2fe865679ea5860,1708172,1,87,1,,1,1997-03-02,11,1997-03-02,4761001,RUA,PRINCESA ISABEL,24,,SENAI,96845030,RS,8839,,,,,,,,,,
55,61cafd2bf2fe865679ea5a0b,1709247,1,44,1,FAROL,1,1997-01-29,11,1997-01-29,4789007,RUA,BARAO DO RIO BRANCO,1035,"""A""",CENTRO,69301130,RR,301,,,,,,,,,,
56,61cafd2bf2fe865679ea5a34,5007520,1,40,1,,1,2002-04-16,16,2002-04-16,4711302,RUA,ESTADO DE PERNAMBUCO,207,,VILA CARRAO,03936020,SP,7107,,,,,,,,,,
57,61cafd2bf2fe865679ea5e36,1711982,1,92,1,,1,1997-03-11,11,1997-03-11,6920601,RUA,MANOEL AFONSO,366,,JARDIM LIDIA,05862220,SP,7107,11.0,55127398.0,,,,,,,,
58,61cafd2bf2fe865679ea5e9b,1712214,1,53,1,MINI MERCADO ESTRELA,1,1997-03-18,11,1997-03-18,4712100,RUA,DARCY JOSE ROMAN,S/N,BAIRRO COHAB,BAIRRO COHAB,89980000,SC,8067,,,,,,,,,,
59,61cafd2bf2fe865679ea615a,3367676,1,6,1,PASSIG PECAS E ACESSORIOS,1,1999-08-18,11,1999-08-18,4530703,RUA,DA REPUBLICA,S/N,,CENTRO,88475000,SC,8021,48.0,2560202.0,,,,,,,,
60,61cafd2bf2fe865679ea62cc,1714904,1,41,1,JL TRANSPORTES,1,1997-03-15,11,1997-03-15,7490101,RUA,PRIMAVERA,1928,,RIO BRANCO,92200300,RS,8589,,,,,,,,,,
61,61cafd2bf2fe865679ea68f6,93302305,1,39,1,,1,1990-10-18,34,1990-10-18,7490101,RUA,GAL OSORIO,813,,CENTRO,96020000,RS,8791,,,,,,,,,,
62,61cafd2bf2fe865679ea6935,91048,1,52,1,,1,1994-04-07,11,1994-04-07,4637101,,LOC  SITIO SANTA EDWIRGES,S/N,COR DOS BRAGUINHAS,ZONA RURAL,36500001,MG,5397,,,,,,,,,,
63,61cafd2bf2fe865679ea6bd8,93302289,1,84,1,,1,1991-01-08,34,1991-01-08,8888888,RUA,BARAO DA CONCEICAO,288,,CENTRO,96015310,RS,8791,,,,,,,,,,
64,61cafd2bf2fe865679ea6c0d,1720931,1,27,1,,1,1997-02-05,11,1997-02-05,9602501,RUA,LYSES MELGACO,1.310,,ANCHIETA,21635270,RJ,6001,,,,,,,,,,
65,61cafd2bf2fe865679ea705a,3378472,1,70,1,,1,1999-06-21,11,1999-06-21,4693100,RUA,SAO PAULO,656,SALA 28D,CENTRO,30170903,MG,4123,31.0,2222520.0,,,,4691500,,,,
66,61cafd2bf2fe865679ea7168,1724486,1,73,1,"S & G ""PNEUS""",1,1997-02-26,11,1997-02-26,4530701,AVENIDA,PEDRO ALEIXO KM 73,S/N,,CACHOEIRA DO CAMPO,35410000,MG,4921,,,,,,,,,,
67,61cafd2bf2fe865679ea728b,1725215,1,32,1,TEMPERO BAIANO,1,1997-03-13,11,1997-03-13,4723700,RUA,DR.BEZERRA DE MENEZES,67,,POCO,57025440,AL,2785,,,,,,,,,,
68,61cafd2bf2fe865679ea73c0,1726012,1,60,1,,1,1997-03-21,11,1997-03-21,4789007,RUA,FERREIRA PENA,1118,SAL B,CENTRO,69010140,AM,255,,,,,,,,,,
69,61cafd2bf2fe865679ea7875,1729154,1,81,1,PAROQUIA MUSTARDINHA,1,1997-03-27,11,1997-03-27,9491000,LARGO,DA MUSTARDINHA,70,,MUSTARDINHA,50760320,PE,2531,,,,,,,,,,
70,61cafd2bf2fe865679ea78ac,1729296,1,49,1,PAROQUIA CAMPO GRANDE,1,1997-03-27,11,1997-03-27,9491000,ESTRADA,DE BELEM,1425,,CAMPO GRANDE,52040000,PE,2531,,,,,,,,,,
71,61cafd2bf2fe865679ea79a7,1729952,1,3,1,,1,1997-02-28,11,1997-02-28,8112500,RUA,FUNCHAL,375,,ITAIM BIBI,04551060,SP,7107,,,,,,,,,,
72,61cafd2bf2fe865679ea7da3,5033975,1,30,1,HOUSE COLCHOES,1,2002-05-06,11,2002-05-06,4754701,AVENIDA,CALOGERAS,2606,,VILA CIDADE,79002002,MS,9051,67.0,3311040.0,67.0,3313433.0,escritacontabil@terra.com.br,,,,,
73,61cafd2bf2fe865679ea7f94,3388945,1,10,1,,1,1999-09-08,11,1999-09-08,4781400,,LINHA MARIFLOR,SN,CASA,MARIFLOR,89930000,SC,8329,,,,,,,,,,
74,61cafd2bf2fe865679ea80f5,3389908,1,27,1,,1,1999-07-09,11,1999-07-09,4781400,RUA,ARTUR BERNARDES,65,LOJA 09,CENTRO,36570001,MG,5427,,,,,,,,,,
75,61cafd2bf2fe865679ea838c,2728569,2,84,2,,1,2009-10-21,16,1999-10-06,4789099,RUA,HONORIO PIMENTA,122,PARTE,CENTRO,26221160,RJ,5869,,,,,,,,,,
76,61cafd2bf2fe865679ea8563,3392863,1,40,1,CASA DE CARNES RIACHO DO GADO,1,1999-08-25,11,1999-08-25,4722901,ESTRADA,DO PEROBAL,2020,,JARDIM PATRICIA,08584584,SP,6563,,,,,,,,,,
77,61cafd2bf2fe865679ea8da9,115598,1,64,1,TUDO PRONTO COMERCIO DE ALIMENTOS,1,1994-06-10,11,1994-06-10,4729699,AVENIDA,PAULO VI,1585,LOJA 01,PITUBA,41810000,BA,3849,,,,,,,,,,
78,61cafd2bf2fe865679ea8f52,1744369,1,71,1,BORRACHARIA SAO LUIZ ME,1,1997-04-04,11,1997-04-04,4520001,RUA,ALEXANDRE ABREU,372,,LINDOIA,96060050,RS,8791,,,,,,"4520002,4520003,4520004",,,,
79,61cafd2bf2fe865679ea9035,5048152,1,88,1,MADEIREIRA CAMPINEIRA,1,1984-09-20,16,1984-09-20,8888888,RUA,TREZE DE MAIO,40,SALA 106,CENTRO,66630505,PA,427,,,,,,,,,,
80,61cafd2bf2fe865679ea939a,3402828,1,64,1,,1,1999-07-27,11,1999-07-27,4530703,AVENIDA,JOAO SOARES DE LIRA,1600,1 ANDAR,DIVINOPOLIS,55010630,PE,2381,,,,,,,,,,
81,61cafd2bf2fe865679ea94b7,5051459,1,38,1,PHS,1,2002-05-15,11,2002-05-15,9492800,AVENIDA,SEBASTIAO AMORETI,1218,,SANTA TEREZINHA,95600000,RS,8927,,,,,,,,,,
82,61cafd2bf2fe865679ea9500,1748196,1,60,1,,1,1997-03-17,11,1997-03-17,7311400,RUA,ANTONIO PALMIERI,56,,VL. MEDEIROS,02210000,SP,7107,,,,,,,,,,
83,61cafd2bf2fe865679ea96a3,1749288,1,64,1,EDUCANDARIO NOSSA SENHORA DE FATIMA,1,1997-02-03,11,1997-02-03,8513900,RUA,TENENTE WANDERLEY,268,,CAJUEIRO,52221130,PE,2531,81.0,2684987.0,,,,,,,,
84,61cafd2bf2fe865679ea9918,3406805,1,28,1,,1,1999-09-17,11,1999-09-17,4639701,RUA,RIO ARAGUAIA,331,,CAPUCHINHOS,44088342,BA,3515,,,,,,4637199,,,,
85,61cafd2bf2fe865679ea9d9a,5058482,1,54,1,VIGIA PREF GABINETE DO PREFEITO,1,1975-05-27,34,1975-05-27,8411600,PRACA,DA INDEPENDENCIA,S N,,,68780000,PA,563,,,,,,,,,,
86,61cafd2bf2fe865679ea9eee,3410959,1,93,1,,1,1999-08-06,11,1999-08-06,9430800,RUA,ENEAS FRUTUOSO,S/N,,XEREM - 4 DISTRITO,25245410,RJ,5833,,,,,,"9493600,9499500",,,,
87,61cafd2bf2fe865679ea9f6c,1755270,1,75,1,,1,1997-04-04,11,1997-04-04,6911701,RUA,GENERAL JOAQUIM INACIO,465,SALA 202,ILHA DO LEITE,50070270,PE,2531,,,,,,,,,,
88,61cafd2bf2fe865679ea9f7d,3411353,1,72,1,G5 COMERCIO E REPRESENTACAO,1,1999-09-10,11,1999-09-10,4789099,RUA,PRESIDENTE COSTA E SILVA,168,A,CENTRO,39864000,MG,4273,33.0,99866626.0,,,,,,,,
89,61cafd2bf2fe865679ea9ff8,3411708,1,23,1,TECBRAS,1,1999-07-26,11,1999-07-26,4299599,RUA,JOHN KENEDY,30,,IBES,29108440,ES,5703,,,,,,4399199,,,,
90,61cafd2bf2fe865679eaa103,1756375,1,49,1,HOLIDAY BAR,1,1997-03-05,11,1997-03-05,4723700,RUA,ANANISIA FONSECA,95,LJ E,CENTRO,36770074,MG,4305,32.0,4215773.0,,,,,,,,
91,61cafd2bf2fe865679eaa1e9,129093,1,59,1,,1,1994-08-01,16,1994-08-01,1531901,RUA,AZUL,537,,JARDIM TOLEZAR,16204160,SP,6229,,,,,,1540800,,,,
92,61cafd2bf2fe865679eaa4e0,3415179,1,36,1,UNICONST,1,1999-09-14,11,1999-09-14,9412099,RUA,PADRE VIEIRA,747,CONJUNTO 084,CENTRO,13015301,SP,6291,,,,,,,,,,
93,61cafd2bf2fe865679eaaac6,1762833,1,52,1,,1,1997-03-03,34,1997-03-03,4722901,RUA,JOSE RODRIGUES GUILHERME,866,,N.SENHORA DO CARMO,32015540,MG,4371,31.0,3985448.0,,,,,,,,
94,61cafd2bf2fe865679eaace3,1764271,1,86,1,,1,1997-04-15,11,1997-04-15,4921301,RUA,JOAQUIM CASIMIRO,290,,JARDIM GAGLIARDI,09890050,SP,7075,,,,,,,,,,
95,61cafd2bf2fe865679eaadc7,3421398,1,28,1,MADEIREIRA GLOBO,1,1999-09-29,11,1999-09-29,1629301,ESTRADA,MARAJO,16-C1,KM 08,ZONA RURAL,87550000,PR,7951,,,,,,,,,,
96,61cafd2bf2fe865679eaae1f,3421628,1,59,1,SERRARIA MOURA,1,1999-09-10,11,1999-09-10,3101200,RUA,OSVALDO ALVES FERREIRA,99,FUNDOS,CENTRO,38630000,MG,744,,,,,,,,,,
97,61cafd2bf2fe865679eab193,1767452,1,66,1,,1,1997-03-14,11,1997-03-14,8512100,RUA,PROF.ANTONIO DE CASTRO LOPES,543,,PQ.BOTURUSSU,03805080,SP,7107,,,,,,,,,,
98,61cafd2bf2fe865679eab33d,3425240,1,26,1,PL,1,1999-09-18,11,1999-09-18,9492800,RUA,CORONEL FERREIRA,267,,CENTRO,64900000,PI,1037,86.0,5621117.0,,,,,,,,
99,61cafd2bf2fe865679eab6de,3427798,1,40,1,HIDRAULICA BARBOSA,1,1999-09-27,11,1999-09-27,4744005,RUA,FRANCISCO GIBRAN,768,,SAO BENEDITO,37270000,MG,4223,35.0,8311230.0,,,,,,,,
100,61cafd2bf2fe865679eab778,3428206,1,5,1,,1,1999-09-22,11,1999-09-22,7820500,,CORREGO DOS MACACOS,S/N,"LADO DIREITO, KM 1",ZONA RURAL,36512000,MG,5379,,,,,,,,,,
101,61cafd2bf2fe865679eaba4c,145182,1,99,1,MERCADINHO LIFE,1,1994-08-15,11,1994-08-15,4712100,RUA,PADRE JOAO PIAMARTA,356,,MONTESE,60410315,CE,1389,,,,,,,,,,
102,61cafd2bf2fe865679eabaaf,5081676,1,70,1,,1,1993-04-15,11,1993-04-15,4723700,AVENIDA,PIRAQUEACU,20,,SANTA CRUZ,29190010,ES,5611,,,,,,,,,,
103,61cafd2bf2fe865679eabb1b,1774050,1,99,1,ARTIFIS MANUTENCAO EMPRESARIAL,1,1997-04-14,11,1997-04-14,4789007,RUA,1.MAIO,1438,,NITEROI,92120220,RS,8589,,,,,,,,,,
104,61cafd2bf2fe865679eabbaa,1774428,1,54,1,,1,1997-04-22,16,1997-04-22,4712100,RUA,CEL CORREIA,2983,,PADRE JULIO MARIA,61605600,CE,1373,,,,,,,,,,
105,61cafd2bf2fe865679eabf78,1776961,1,55,1,,1,1997-04-10,11,1997-04-10,8299799,RUA,TRINTA E UM DE MARCO,180,,JD MORUBI,05657030,SP,7107,,,,,,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",,,,
106,61cafd2bf2fe865679eac28b,1779035,1,33,1,ILZA C PUGLIESE,1,1997-04-11,11,1997-04-11,1412601,RUA,OCTAVIO SONNI,220,TERREO,CENTRO,86900000,PR,7635,,,,,,1412603,,,,
107,61cafd2bf2fe865679eac476,1780333,1,43,1,MADEIREIRA BONITA MOVEIS E DE CORACAO,1,1997-04-15,11,1997-04-15,4754701,AVENIDA,SETE DE SETEMBRO,2338,,N. S. DAS GRACAS,78915000,RO,3,,,,,,,,,,
108,61cafd2bf2fe865679eac5dc,3438441,1,68,1,AUTO ELETRICA DO PAULINHO,1,1999-02-11,11,1999-02-11,4520001,RUA,JOAQUIM CARNEIRO,215,,CAPOEIRAS,88095070,SC,8105,,,,,,"4520002,4520003,4520004",,,,
109,61cafd2bf2fe865679eac979,1783847,1,52,1,ETIK METAIS,1,1997-04-23,16,1997-04-23,1414200,RUA,OURUPU,SN,ESQ C/RUA JANDAIA,SAO GERALDO,87240000,PR,7917,,,,,,1510600,,,,
110,61cafd2bf2fe865679eacc26,157136,1,0,1,,1,1994-08-23,16,1994-08-23,8711502,RUA,DOMINGOS PINTO BROCHADO,324,,CACHOEIRA,38610000,MG,5407,,,,,,,,,,
111,61cafd2bf2fe865679eacdb8,3444066,1,69,1,CONSTRUTORA CEZAR RODRIGUES,1,1999-10-13,11,1999-10-13,4120400,RUA,DO CONTORNO,678,LETRA A,CENTRO,35198000,MG,2665,,,,,,4299501,,,,
112,61cafd2bf2fe865679eacdcb,1786768,1,3,1,CELEFRIOS,1,1997-02-21,16,1997-02-21,4721103,AVENIDA,CASTELO BRANCO,2117,,CENTRO,68570000,PA,619,,,,,,,,,,
113,61cafd2bf2fe865679eacff8,1788287,1,29,1,RAFI TRANSPORES,1,1997-04-23,11,1997-04-23,4930202,RUA,DOM JOAO VI,32,D,SAO CRISTOVAO,89803140,SC,8081,,,,,,,,,,
114,61cafd2bf2fe865679ead17c,3446759,1,90,1,ADAGE,1,1999-10-06,11,1999-10-06,8299799,AVENIDA,BRASIL,235,SALA 101,CENTRO,42850000,BA,3087,71.0,3522400.0,,,,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",,,,
